state_action_state_weights
49188 682 1 1
"oppo" "N" "s" 26083
"ch" "N" "c" 52743
"t" "N" "l" 521244
"f" "N" "f" 200349
"f" "N" "ood" 3598
"se" "N" "" 46028
"ge" "N" "l" 40433
"ap" "N" "r" 77311
"du" "N" "c" 41193
"th" "N" "r" 300696
"r" "N" "ee" 408525
"pi" "N" "l" 26617
"ea" "N" "s" 430577
"s" "N" "oo" 18025
"oo" "N" "n" 43850
"ve" "N" "s" 206242
"re" "N" "or" 1193
"or" "N" "io" 724
"io" "N" "l" 42881
"k" "N" "a" 562022
"o" "N" "y" 69588
"d" "N" "t" 313074
"ger" "N" "s" 33914
"n" "N" "der" 75458
"der" "N" "u" 2056
"ed" "N" "s" 250078
"" "N" "ep" 223223
"ep" "N" "t" 135228
"ks" "N" "i" 16089
"ll" "N" "t" 47974
"o" "N" "ffe" 2842
"u" "N" "c" 253451
"" "N" "ude" 117350
"ude" "N" "th" 8066
"z" "N" "o" 99841
"di" "N" "a" 52569
"i" "N" "nn" 104921
"nn" "N" "a" 41490
"r" "N" "oi" 6287
"oi" "N" "t" 8524
"i" "N" "ger" 7614
"" "N" "ou" 6412
"r" "N" "oya" 231
"oya" "N" "l" 41456
"s" "N" "do" 5784
"do" "N" "d" 2453
"d" "N" "g" 134799
"g" "N" "er" 56091
"ia" "N" "m" 85612
"nn" "N" "e" 106104
"pi" "N" "tt" 5866
"tt" "N" "s" 25242
"ur" "N" "gh" 4111
"gh" "N" "pi" 35
"pi" "N" "r" 32271
"d" "N" "ie" 21998
"ie" "N" "" 129580
"" "N" "g" 13422
"pa" "N" "b" 5532
"b" "N" "ay" 21106
"ay" "N" "r" 24580
"" "N" "oro" 9561
"oro" "N" "n" 4891
"l" "N" "ue" 27373
"ue" "N" "" 9782
"" "N" "jay" 5460
"jay" "N" "s" 1015
"g" "N" "i" 359844
"nn" "N" "i" 107202
"ng" "N" "w" 156111
"" "N" "n" 140158
"" "N" "f" 46813
"de" "N" "t" 67121
"" "N" "io" 203388
"ed" "N" "c" 88208
"b" "N" "th" 10202
"ng" "N" "" 211307
"op" "N" "t" 26501
"ude" "N" "s" 28652
"a" "N" "ch" 177732
"ch" "N" "o" 161682
"t" "N" "ze" 3722
"ze" "N" "l" 3814
"c" "N" "hi" 27402
"hi" "N" "p" 759
"p" "N" "s" 185685
"tt" "N" "o" 36985
"d" "N" "y" 83737
"ad" "N" "a" 55321
"" "N" "oda" 8880
"oda" "N" "th" 65
"f" "N" "ie" 83965
"ie" "N" "l" 112681
"v" "N" "ea" 15632
"ea" "N" "w" 4963
"w" "N" "ay" 159871
"ay" "N" "i" 33730
"ch" "N" "g" 13569
"me" "N" "de" 984
"ll" "N" "you" 36
"you" "N" "c" 3702
"are" "N" "t" 8570
"ypi" "N" "ca" 4277
"ca" "N" "ll" 29060
"r" "N" "upper" 101
"c" "N" "k" 106801
"are" "N" "m" 8042
"k" "N" "ed" 85273
"" "N" "up" 190843
"up" "N" "" 5492
"ar" "N" "p" 4966
"ce" "N" "o" 136207
"era" "N" "ll" 18621
"" "N" "opera" 72033
"opera" "N" "te" 9719
"i" "N" "me" 225334
"me" "N" "th" 57123
"" "N" "ope" 136520
"ope" "N" "n" 84594
"l" "N" "th" 194092
"ng" "N" "or" 4352
"or" "N" "e" 60622
"ks" "N" "" 12907
"" "N" "pu" 301483
"pu" "N" "t" 51556
"ood" "N" "s" 26532
"ce" "N" "i" 102794
"pi" "N" "tch" 4524
"tch" "N" "a" 9434
"" "N" "pad" 1694
"pad" "N" "r" 779
"p" "N" "m" 52534
"c" "N" "m" 79230
"" "N" "adi" 50514
"adi" "N" "t" 26416
"c" "N" "or" 31933
"or" "N" "n" 64066
"ks" "N" "s" 5942
"me" "N" "b" 24021
"" "N" "add" 17296
"add" "N" "o" 131
"g" "N" "g" 44614
"g" "N" "ie" 7991
"ie" "N" "d" 90774
"t" "N" "pe" 5166
"k" "N" "g" 34462
"ce" "N" "c" 56163
"d" "N" "k" 59626
"k" "N" "o" 337177
"o" "N" "sh" 34429
"sh" "N" "er" 19700
"d" "N" "v" 86608
"" "N" "do" 324988
"ad" "N" "v" 85072
"e" "N" "que" 14873
"o" "N" "le" 88889
"de" "N" "n" 217638
"y" "N" "ard" 2241
"ard" "N" "s" 34070
"r" "N" "ger" 3264
"p" "N" "ea" 60821
"ea" "N" "n" 93999
"er" "N" "f" 158174
"t" "N" "z" 80023
"z" "N" "e" 118267
"p" "N" "n" 26251
"ks" "N" "l" 4562
"m" "N" "ou" 107196
"a" "N" "ke" 111429
"ke" "N" "o" 18143
"n" "N" "ea" 112197
"ch" "N" "t" 48553
"ff" "N" "et" 102
"et" "N" "a" 451
"ce" "N" "" 74641
"re" "N" "l" 42151
"r" "N" "h" 143363
"per" "N" "v" 1805
"ke" "N" "a" 28279
"ks" "N" "a" 25382
"ey" "N" "w" 51018
"ay" "N" "t" 23750
"up" "N" "t" 34039
"f" "N" "ea" 117901
"ch" "N" "f" 33512
"ch" "N" "v" 7977
"f" "N" "ur" 51646
"ur" "N" "th" 32217
"app" "N" "ea" 10779
"ea" "N" "l" 161233
"ne" "N" "s" 145923
"o" "N" "ve" 190846
"ve" "N" "q" 1406
"a" "N" "sh" 129212
"sh" "N" "t" 22158
"are" "N" "i" 7426
"v" "N" "o" 384406
"l" "N" "der" 18804
"r" "N" "ough" 105672
"ough" "N" "a" 14592
"te" "N" "th" 66281
"i" "N" "cke" 568
"cke" "N" "t" 240
"cc" "N" "e" 89653
"r" "N" "oo" 67206
"oo" "N" "m" 34757
"l" "N" "pa" 11302
"w" "N" "ea" 41948
"ea" "N" "r" 206154
"" "N" "ored" 14676
"ored" "N" "w" 1105
"w" "N" "r" 67042
"ide" "N" "n" 168743
"f" "N" "y" 41166
"l" "N" "ve" 44833
"ve" "N" "th" 55760
"p" "N" "ed" 20274
"ed" "N" "popu" 135
"ss" "N" "f" 39252
"b" "N" "oo" 95500
"oo" "N" "s" 12571
"a" "N" "tt" 233396
"tt" "N" "e" 112532
"" "N" "da" 376146
"da" "N" "n" 111364
"ks" "N" "e" 2925
"x" "N" "" 187732
"pe" "N" "r" 91079
"r" "N" "ie" 348347
"l" "N" "ow" 54053
"ow" "N" "t" 14623
"e" "N" "ll" 370195
"ed" "N" "o" 240888
"c" "N" "y" 196288
"ere" "N" "p" 11175
"m" "N" "f" 118827
"h" "N" "t" 131760
"ere" "N" "" 39293
"n" "N" "ed" 401614
"or" "N" "g" 40641
"o" "N" "ll" 354675
"" "N" "owi" 101083
"owi" "N" "ng" 99713
"y" "N" "z" 23936
"z" "N" "oo" 5151
"he" "N" "n" 75010
"" "N" "t" 158564
"le" "N" "th" 53217
"ve" "N" "r" 248842
"aged" "N" "c" 484
"" "N" "apa" 29296
"apa" "N" "c" 10573
"e" "N" "pa" 28619
"'" "N" "" 8889
"" "N" "poi" 58131
"poi" "N" "n" 57002
"f" "N" "v" 56361
"re" "N" "v" 7503
"" "N" "ew" 186214
"ew" "N" "o" 9806
"f" "N" "h" 207025
"" "N" "pay" 15181
"pay" "N" "s" 1395
"ed" "N" "h" 118575
"a" "N" "ou" 2690
"f" "N" "p" 90091
"f" "N" "n" 119444
"d" "N" "ou" 15292
"" "N" "pop" 10545
"pop" "N" "c" 781
"du" "N" "l" 8128
"l" "N" "ge" 686
"ge" "N" "i" 12283
"ood" "N" "w" 8620
"th" "N" "b" 52193
"ck" "N" "d" 4014
"o" "N" "ea" 7168
"ch" "N" "ea" 4204
"ea" "N" "p" 5193
"p" "N" "" 34143
"di" "N" "nn" 1914
"nn" "N" "er" 48289
"er" "N" "w" 160417
"ll" "N" "g" 17191
"r" "N" "ow" 80681
"f" "N" "ee" 31424
"ee" "N" "d" 83074
"" "N" "udge" 6396
"udge" "N" "t" 6328
"ng" "N" "c" 162022
"ea" "N" "k" 67992
"ood" "N" "h" 5810
"me" "N" "w" 39021
"m" "N" "r" 130892
"t" "N" "her" 4952
"her" "N" "r" 560
"ea" "N" "di" 2737
"di" "N" "n" 85602
"m" "N" "l" 104540
"b" "N" "g" 18226
"" "N" "you" 117566
"ay" "N" "w" 20085
"w" "N" "h" 80550
"h" "N" "er" 370449
"ju" "N" "s" 64096
"t" "N" "k" 78341
"k" "N" "ee" 32186
"ee" "N" "p" 36775
"sh" "N" "i" 156320
"ng" "N" "t" 281676
"ay" "N" "e" 6097
"tt" "N" "er" 84051
"" "N" "ud" 101248
"ud" "N" "s" 4796
"b" "N" "'" 3759
"'" "N" "s" 360964
"'" "N" "a" 36376
"t" "N" "'" 32468
"ph" "N" "n" 2504
"" "N" "ader" 4540
"ader" "N" "a" 788
"a" "N" "jo" 15672
"jo" "N" "r" 25006
"ll" "N" "v" 8593
"per" "N" "s" 108804
"b" "N" "or" 58021
"t" "N" "sh" 56468
"ch" "N" "u" 44987
"r" "N" "ew" 44449
"ew" "N" "" 99630
"up" "N" "o" 11826
"m" "N" "y" 206108
"igh" "N" "s" 36242
"ch" "N" "oo" 163419
"oo" "N" "l" 183961
"ia" "N" "sh" 886
"e" "N" "ear" 35703
"ear" "N" "n" 37212
"a" "N" "a" 413035
"sh" "N" "f" 20208
"n" "N" "sh" 187820
"o" "N" "po" 14445
"d" "N" "m" 330036
"ai" "N" "ne" 17333
"ne" "N" "t" 33601
"l" "N" "aw" 65282
"aw" "N" "s" 19657
"d" "N" "ear" 8076
"j" "N" "d" 5092
"f" "N" "m" 233142
"aw" "N" "" 7596
"ce" "N" "w" 50741
"or" "N" "k" 203161
"k" "N" "i" 692859
"ss" "N" "b" 17214
"der" "N" "a" 28933
"op" "N" "y" 8655
"ng" "N" "e" 85850
"t" "N" "ie" 200036
"mm" "N" "" 109500
"r" "N" "t-" 3382
"t-" "N" "t" 1907
"me" "N" "i" 62750
"or" "N" "o" 95951
"u" "N" "si" 40776
"si" "N" "n" 40775
"ss" "N" "l" 13170
"aw" "N" "a" 12711
"ne" "N" "i" 48535
"ce" "N" "sh" 6633
"pu" "N" "b" 191928
"" "N" "e" 41000
"e" "N" "rar" 9393
"rar" "N" "y" 32128
"" "N" "jour" 41588
"jour" "N" "n" 51823
"ear" "N" "l" 94074
"aw" "N" "sch" 431
"sch" "N" "oo" 6185
"l" "N" "sh" 28296
"t" "N" "oo" 76217
"oo" "N" "k" 145267
"p" "N" "b" 33809
"k" "N" "w" 70110
"re" "N" "f" 47432
"wh" "N" "a" 24130
"you" "N" "w" 3470
"sh" "N" "ed" 159792
"s" "N" "ay" 14226
"ay" "N" "n" 10458
"me" "N" "ou" 2521
"ou" "N" "t" 332095
"ird" "N" "c" 2429
"o" "N" "k" 203318
"p" "N" "u" 123774
"do" "N" "n'" 7922
"n'" "N" "t" 22781
"ger" "N" "sh" 735
"c" "N" "ei" 70156
"ei" "N" "v" 57626
"i" "N" "ze" 58848
"ze" "N" "n" 6150
"d" "N" "eigh" 1557
"" "N" "ured" 37858
"ured" "N" "o" 3433
"t" "N" "er'" 10146
"er'" "N" "s" 32863
"" "N" "paper" 28916
"paper" "N" "a" 2543
"ne" "N" "" 41939
"ogi" "N" "ze" 279
"ze" "N" "d" 6003
"n" "N" "se" 41487
"m" "N" "oo" 20217
"" "N" "pie" 6948
"pie" "N" "p" 119
"th" "N" "o" 189797
"" "N" "og" 66792
"og" "N" "ie" 5022
"s" "N" "ee" 116789
"ee" "N" "th" 12662
"" "N" "eri" 45218
"eri" "N" "ng" 25506
"pi" "N" "ne" 6607
"ss" "N" "w" 22876
"i" "N" "te" 174419
"te" "N" "a" 93951
"w" "N" "s" 86144
"er" "N" "i" 331823
"ng" "N" "pi" 815
"pi" "N" "n" 36464
"de" "N" "d" 10174
"th" "N" "n" 39343
"" "N" "ued" 49653
"ued" "N" "th" 7138
"ie" "N" "v" 72276
"ss" "N" "h" 14724
"oo" "N" "" 31696
"ks" "N" "o" 20953
"k" "N" "m" 95565
"t" "N" "ee" 66956
"ee" "N" "r" 93555
"re" "N" "o" 40636
"z" "N" "a" 256281
"t" "N" "ve" 3831
"per" "N" "f" 90561
"n" "N" "po" 11948
"ne" "N" "sh" 3609
"g" "N" "ue" 22175
"e" "N" "sts" 1942
"sts" "N" "a" 1316
"n" "N" "ks" 8114
"ks" "N" "m" 3656
"n" "N" "pi" 4473
"pi" "N" "e" 7611
"k" "N" "r" 142634
"" "N" "day" 83036
"day" "N" "ne" 70
"ne" "N" "k" 4780
"f" "N" "e" 591692
"s" "N" "or" 58230
"" "N" "ege" 74503
"ege" "N" "f" 4125
"ll" "N" "c" 61711
"c" "N" "oa" 68478
"oa" "N" "ch" 48639
"t" "N" "v" 149769
"ia" "N" "h" 8312
"d" "N" "ea" 38727
"f" "N" "sh" 14618
"sh" "N" "" 293452
"m" "N" "t" 206022
"ead" "N" "f" 3076
"te" "N" "n" 55058
"d" "N" "sh" 37531
"y" "N" "ke" 827
"ke" "N" "n" 8950
"l" "N" "ai" 82943
"ai" "N" "m" 48896
"y" "N" "year" 6333
"year" "N" "s" 11189
"d" "N" "w" 355986
"up" "N" "i" 14768
"e" "N" "k" 188316
"ju" "N" "ne" 81941
"ne" "N" "h" 23997
"age" "N" "h" 9751
"er" "N" "ve" 45162
"or" "N" "f" 35832
"t" "N" "y'" 14316
"y'" "N" "s" 43996
"th" "N" "l" 72039
"di" "N" "r" 66677
"er" "N" "d" 27587
"er" "N" "ke" 3218
"ph" "N" "er" 25690
"t" "N" "ow" 93997
"re" "N" "h" 64691
"me" "N" "a" 89629
"" "N" "cie" 58910
"cie" "N" "n" 61483
"w" "N" "n" 80264
"oo" "N" "l'" 3129
"l'" "N" "s" 15925
"" "N" "ged" 32658
"ged" "N" "t" 7205
"" "N" "ired" 34126
"ired" "N" "a" 4842
"y" "N" "k" 79173
"ad" "N" "m" 63564
"or" "N" "h" 48668
"" "N" "epo" 31549
"epo" "N" "r" 29803
"ed" "N" "l" 61037
"u" "N" "g" 143141
"" "N" "ery" 58809
"ery" "N" "" 4870
"" "N" "depa" 47205
"depa" "N" "r" 48749
"o" "N" "lle" 5130
"lle" "N" "g" 3392
"y" "N" "ea" 24782
"er" "N" "r" 170119
"" "N" "idi" 24031
"idi" "N" "ng" 19431
"te" "N" "d" 30315
"ip" "N" "le" 23214
"" "N" "opi" 26948
"opi" "N" "n" 5653
"i" "N" "tt" 141849
"ee" "N" "t" 126923
"s" "N" "he" 712
"he" "N" "ph" 13
"ire" "N" "depa" 15
"" "N" "je" 77327
"je" "N" "ff" 11612
"ff" "N" "er" 31089
"" "N" "ie" 64930
"ie" "N" "t" 61863
"k" "N" "p" 39555
"t" "N" "year" 3896
"n" "N" "ew" 189813
"ew" "N" "t" 15569
"do" "N" "r" 29187
"ege" "N" "w" 2113
"ed" "N" "k" 32965
"s" "N" "ho" 4482
"ho" "N" "n" 28564
"or" "N" "per" 451
"g" "N" "u" 394537
"t" "N" "ke" 774
"a" "N" "rr" 175887
"rr" "N" "ie" 55947
"ude" "N" "g" 993
"h" "N" "u" 284785
"ia" "N" "th" 10215
"" "N" "ja" 216777
"ja" "N" "me" 33581
"ll" "N" "k" 4737
"h" "N" "ce" 6359
"oo" "N" "ke" 1789
"ke" "N" "c" 11159
"y" "N" "pe" 51156
"pe" "N" "o" 50397
"m" "N" "sh" 15937
"y" "N" "sh" 37812
"t" "N" "opper" 276
"opper" "N" "s" 1205
"c" "N" "ia" 267979
"or" "N" "i" 79291
"k" "N" "u" 111715
"n" "N" "ur" 15320
"ur" "N" "b" 41387
"s" "N" "y" 275427
"e" "N" "y" 102471
"y" "N" "au" 12157
"" "N" "yd" 16841
"yd" "N" "n" 9044
"n" "N" "ey" 67163
"ey" "N" "c" 38175
"ss" "N" "di" 587
"" "N" "o" 42038
"b" "N" "ea" 61710
"ay" "N" "s" 95379
"ng" "N" "g" 46213
"i" "N" "ch" 323657
"se" "N" "n" 14740
"" "N" "kes" 47928
"kes" "N" "i" 4780
"me" "N" "f" 34605
"ay" "N" "o" 17428
"oa" "N" "l" 48118
"" "N" "d" 16190
"d" "N" "le" 13956
"ee" "N" "k" 76905
"ss" "N" "ed" 73186
"m" "N" "ar" 36944
"ar" "N" "i" 41520
"ay" "N" "or" 674
"or" "N" "b" 36956
"era" "N" "t" 39883
"ge" "N" "ne" 38682
"ne" "N" "r" 72082
"ve" "N" "h" 27015
"ough" "N" "t" 56444
"" "N" "origi" 70264
"origi" "N" "n" 79882
"" "N" "ord" 77280
"ord" "N" "m" 2773
"m" "N" "ea" 75000
"ll" "N" "ow" 59977
"ow" "N" "i" 18573
"ct" "N" "ua" 4703
"ua" "N" "ll" 30627
"ed" "N" "v" 25863
"e" "N" "di" 28090
"di" "N" "er" 3486
"i" "N" "w" 70684
"ord" "N" "n" 1581
"w" "N" "f" 14785
"th" "N" "au" 4241
"ia" "N" "i" 15079
"" "N" "opo" 42620
"opo" "N" "s" 18869
"ie" "N" "n" 115053
"r" "N" "p" 101283
"y" "N" "g" 144361
"y" "N" "v" 82294
"cks" "N" "b" 2609
"or" "N" "s" 192354
"th" "N" "p" 27425
"ea" "N" "d" 35571
"ood" "N" "th" 4417
"th" "N" "ie" 3642
"ie" "N" "f" 57652
"ip" "N" "s" 59885
"ur" "N" "n" 139737
"ed" "N" "n" 59516
"do" "N" "o" 3783
"v" "N" "io" 8164
"io" "N" "u" 7147
"m" "N" "ie" 37963
"ce" "N" "ju" 354
"i" "N" "ke" 84130
"ke" "N" "m" 12031
"d" "N" "p" 171093
"t" "N" "ch" 86175
"h" "N" "ed" 20667
"ed" "N" "r" 69805
"ed" "N" "ju" 1033
"t" "N" "n" 287326
"n" "N" "ee" 85544
"da" "N" "me" 2619
"a" "N" "nne" 9719
"nne" "N" "e" 317
"s" "N" "pa" 58531
"k" "N" "b" 55386
"ne" "N" "w" 36287
"ch" "N" "ie" 50691
"s" "N" "ower" 302
"th" "N" "h" 70671
"der" "N" "o" 45081
"e" "N" "po" 14885
"" "N" "appoi" 34999
"appoi" "N" "n" 36776
"da" "N" "v" 54559
"id" "N" "r" 3288
"" "N" "ewed" 2645
"ewed" "N" "i" 423
"ne" "N" "a" 65020
"r" "N" "ch" 232053
"e" "N" "ower" 13
"n" "N" "ded" 8054
"ded" "N" "sh" 477
"" "N" "ded" 216866
"ded" "N" "b" 28092
"ck" "N" "h" 23502
"ck" "N" "i" 57445
"l" "N" "ch" 50991
"ch" "N" "ai" 32482
"ai" "N" "r" 177940
"" "N" "depe" 42787
"depe" "N" "n" 45360
"" "N" "ori" 24705
"ori" "N" "ng" 7881
"b" "N" "oa" 63725
"oa" "N" "r" 54246
"er" "N" "sh" 43187
"ior" "N" "t" 15185
"u" "N" "k" 142738
"" "N" "hu" 20136
"hu" "N" "m" 21203
"r" "N" "igh" 93835
"igh" "N" "t" 268737
"aw" "N" "r" 7966
"b" "N" "b" 74655
"b" "N" "c" 86609
"c" "N" "n" 48298
"ew" "N" "s" 73469
"t" "N" "au" 16143
"" "N" "paig" 19272
"paig" "N" "n" 20529
"a" "N" "tch" 38069
"tch" "N" "d" 420
"g" "N" "b" 77282
"c" "N" "c" 190812
"" "N" "edu" 88541
"edu" "N" "c" 68498
"a" "N" "mm" 42872
"mm" "N" "ar" 6311
"ar" "N" "s" 33162
"ud" "N" "ie" 35687
"ir" "N" "t" 16477
"" "N" "idge" 40039
"idge" "N" "o" 2509
"ad" "N" "u" 20578
"ng" "N" "sh" 14193
"o" "N" "z" 45738
"rr" "N" "y" 54462
"s" "N" "ear" 77083
"ear" "N" "ch" 61387
"le" "N" "t" 97208
"up" "N" "h" 6190
"ee" "N" "ch" 12635
"n" "N" "ower" 50
"ued" "N" "t" 12450
"der" "N" "t" 33050
"ke" "N" "r" 13429
"ja" "N" "n" 127027
"" "N" "ua" 219197
"ua" "N" "r" 147597
"w" "N" "er" 16955
"ew" "N" "'" 163
"s" "N" "uper" 18186
"uper" "N" "ja" 25
"ja" "N" "i" 5767
"ve" "N" "p" 19318
"ce" "N" "m" 54334
"h" "N" "b" 47085
"io" "N" "g" 27843
"" "N" "joi" 58915
"joi" "N" "n" 61146
"i" "N" "mm" 42062
"mm" "N" "i" 100993
"de" "N" "v" 132436
"op" "N" "m" 48186
"o" "N" "ff" 235936
"ff" "N" "i" 202504
"ed" "N" "ch" 14506
"f" "N" "ch" 44896
"" "N" "joh" 92916
"joh" "N" "n" 99227
"u" "N" "ard" 2542
"ard" "N" "i" 11066
"r" "N" "dia" 540
"dia" "N" "n" 7614
"u" "N" "mn" 8495
"mn" "N" "c" 329
"n" "N" "t'" 9105
"t'" "N" "s" 37522
"b" "N" "ui" 125384
"ui" "N" "l" 133023
"n" "N" "jai" 95
"jai" "N" "l" 2803
"" "N" "iew" 56760
"iew" "N" "o" 10825
"a" "N" "mme" 6433
"mme" "N" "w" 517
"mm" "N" "a" 55872
"c" "N" "b" 74007
"o" "N" "ch" 62609
"ce" "N" "ll" 9305
"ll" "N" "or" 6524
"me" "N" "c" 40018
"g" "N" "ua" 22463
"age" "N" "o" 49779
"" "N" "uppo" 68402
"uppo" "N" "r" 65726
"or" "N" "w" 29270
"ee" "N" "o" 24175
"ead" "N" "o" 25930
"ju" "N" "l" 103985
"rr" "N" "i" 62332
"ur" "N" "e" 20285
"ce" "N" "f" 52718
"da" "N" "t" 84335
"e" "N" "per" 8518
"per" "N" "r" 3383
"" "N" "m" 132857
"" "N" "ora" 54706
"ora" "N" "te" 8620
"te" "N" "ed" 253
"ne" "N" "c" 38477
"y" "N" "da" 7255
"da" "N" "m" 42461
"f" "N" "g" 95593
"idge" "N" "c" 4464
"p" "N" "le" 68379
"r" "N" "ha" 1302
"ha" "N" "m" 7932
"r" "N" "oh" 698
"oh" "N" "r" 798
"s" "N" "au" 23133
"ew" "N" "z" 19520
"z" "N" "ea" 23079
"ower" "N" "h" 2603
"u" "N" "tt" 24561
"tt" "N" "h" 4012
"ayed" "N" "t" 2009
"s" "N" "t-" 2758
"t-" "N" "c" 2556
"ss" "N" "m" 31209
"t" "N" "che" 27597
"che" "N" "s" 19225
"ire" "N" "b" 2227
"ird" "N" "s" 13463
"" "N" "oad" 106743
"oad" "N" "a" 7591
"cc" "N" "" 23911
"l" "N" "ayer" 7684
"" "N" "h" 24076
"tt" "N" "v" 837
"ll" "N" "ey" 29988
"ey" "N" "i" 18525
"h" "N" "aw" 7950
"aw" "N" "ke" 286
"u" "N" "ph" 1994
"ph" "N" "t" 2719
"ve" "N" "c" 46622
"y" "N" "er" 16538
"l" "N" "te" 4887
"r" "N" "oad" 5119
"oad" "N" "i" 6051
"e" "N" "te" 66123
"i" "N" "da" 30644
"da" "N" "e" 15257
"ja" "N" "v" 8948
"h" "N" "s" 79955
"do" "N" "n" 127491
"a" "N" "ard" 911
"ard" "N" "l" 3675
"y" "N" "de" 24381
"er" "N" "ce" 4625
"l" "N" "ck" 622
"ck" "N" "a" 50978
"ck" "N" "u" 2265
"ded" "N" "a" 29895
"o" "N" "st" 57058
"st" "N" "w" 1497
"th" "N" "y" 23051
"der" "N" "l" 14415
"n" "N" "'" 84389
"ea" "N" "der" 4856
"h" "N" "ip" 1179
"ip" "N" "f" 5691
"ue" "N" "g" 2153
"oup" "N" "i" 6591
"l" "N" "d'" 7994
"d'" "N" "s" 23276
"ge" "N" "s" 59374
"te" "N" "e" 21546
"" "N" "erge" 13602
"erge" "N" "n" 8772
"" "N" "edi" 73968
"edi" "N" "c" 41098
"du" "N" "s" 40818
"i" "N" "re" 46549
"f" "N" "igh" 33647
"ng" "N" "o" 199495
"or" "N" "c" 48675
"l" "N" "k" 102257
"k" "N" "k" 39828
"" "N" "ade" 235057
"ade" "N" "m" 49518
"s" "N" "ig" 108389
"ig" "N" "n" 125462
"b" "N" "oy" 24503
"le" "N" "g" 25490
"v" "N" "d" 16537
"e" "N" "ng" 95127
"u" "N" "ger" 1022
"ger" "N" "d" 897
"m" "N" "ve" 1498
"" "N" "gy" 6293
"gy" "N" "m" 6019
"ued" "N" "h" 2289
"a" "N" "ng" 153881
"ng" "N" "u" 38895
"a" "N" "ge" 6879
"ure" "N" "a" 35389
"de" "N" "g" 36279
"ee" "N" "i" 24981
"r" "N" "ai" 216574
"" "N" "a" 106515
"e" "N" "ch" 214337
"ch" "N" "n" 73090
"ged" "N" "" 1360
"" "N" "ipa" 74278
"ipa" "N" "l" 40451
"ck" "N" "r" 15380
"ue" "N" "c" 4812
"" "N" "oyed" 16819
"oyed" "N" "a" 2667
"o" "N" "nn" 62031
"" "N" "gio" 65155
"gio" "N" "n" 62002
"n" "N" "age" 4374
"po" "N" "n" 81423
"gio" "N" "n'" 719
"n'" "N" "s" 129770
"th" "N" "t" 52503
"ade" "N" "u" 1063
"n" "N" "io" 15306
"opera" "N" "t" 72660
"" "N" "oje" 41112
"oje" "N" "c" 39587
"ce" "N" "p" 24814
"ck" "N" "w" 24993
"pa" "N" "n" 246077
"n" "N" "ie" 59162
"" "N" "agi" 27077
"agi" "N" "ng" 12232
"ng" "N" "d" 20436
"wh" "N" "i" 237749
"ire" "N" "f" 3200
"r" "N" "ou" 150685
"ou" "N" "p" 7314
"" "N" "i" 99372
"i" "N" "dia" 4836
"dia" "N" "r" 5893
"i" "N" "gg" 13145
"gg" "N" "er" 6043
"ck" "N" "o" 32076
"ck" "N" "f" 17670
"e" "N" "ho" 2475
"n" "N" "igh" 45370
"f" "N" "da" 3102
"g" "N" "w" 47434
"" "N" "owed" 43478
"owed" "N" "" 2152
"i" "N" "fe" 91713
"fe" "N" "l" 4013
"r" "N" "ied" 462
"ied" "N" "w" 3833
"g" "N" "oa" 39239
"day" "N" "m" 2102
"l" "N" "ck's" 12
"ck's" "N" "ow" 21
"ip" "N" "i" 15738
"opi" "N" "c" 9082
"ia" "N" "l" 264396
"pi" "N" "te" 21099
"te" "N" "t" 44346
"ia" "N" "ll" 42857
"ir" "N" "m" 28291
"ed" "N" "er" 5356
"i" "N" "k" 201560
"k" "N" "sh" 8991
"v" "N" "n" 19375
"o" "N" "jo" 4814
"jo" "N" "s" 38657
"y" "N" "ju" 5578
"e" "N" "ju" 6088
"k" "N" "or" 8913
"u" "N" "h" 38366
"h" "N" "p" 30139
"" "N" "ied" 78370
"ied" "N" "" 3590
"do" "N" "ss" 247
"" "N" "ier" 10515
"ier" "N" "o" 856
"c" "N" "cou" 16704
"cou" "N" "n" 16869
"ew" "N" "p" 5960
"ss" "N" "p" 14432
"x" "N" "r" 21133
"" "N" "j" 34755
"j" "N" "y" 3107
"k" "N" "l" 105441
"ju" "N" "re" 300
"ew" "N" "c" 20722
"du" "N" "m" 9564
"u" "N" "le" 28499
"y" "N" "ch" 81256
"der" "N" "i" 19661
"ee" "N" "u" 1427
"de" "N" "e" 11782
"u" "N" "di" 26334
"di" "N" "o" 25588
"m" "N" "po" 13037
"a" "N" "au" 4392
"o" "N" "se" 100423
"se" "N" "th" 50265
"ough" "N" "th" 47138
"a" "N" "ff" 91022
"n" "N" "ear" 21861
"re" "N" "b" 32041
"der" "N" "-i" 894
"" "N" "ado" 19111
"ado" "N" "r" 6999
"de" "N" "o" 12649
"s" "N" "ei" 12969
"ei" "N" "z" 4231
"" "N" "power" 48280
"power" "N" "i" 3473
"c" "N" "oup" 2385
"oup" "N" "d" 961
"f" "N" "uri" 69
"uri" "N" "e" 388
"p" "N" "p" 100975
"" "N" "ited" 13495
"ited" "N" "b" 4993
"n" "N" "dur" 179
"dur" "N" "h" 57
"du" "N" "ke" 9635
"ss" "N" "q" 716
"q" "N" "ure" 67
"ure" "N" "sh" 1692
"x" "N" "o" 49085
"ng" "N" "er" 17077
"le" "N" "n" 36453
"de" "N" "u" 6254
"ve" "N" "m" 78449
"" "N" "opp" 14108
"opp" "N" "l" 265
"e" "N" "'" 49273
"i" "N" "ca" 22806
"ar" "N" "g" 6259
"ded" "N" "c" 4080
